#doc source pos typeindex type topic
207 NA 62 8509 AllmwTel. 20
207 NA 63 8510 7196. 28
208 NA 0 1865 (2 45
208 NA 1 7706 min. 45
208 NA 2 2407 fr. 5
208 NA 3 8511 spårvagn.) 45
209 NA 0 8512 (pg) 47
209 NA 1 221 4 12
209 NA 2 8450 Rum, 47
209 NA 3 8513 kök. 12
209 NA 4 8514 seiv., 11
209 NA 5 8515 duschrum, 11
209 NA 6 8516 gas, 12
209 NA 7 8517 elekt. 5
209 NA 8 7604 ljus, 12
209 NA 9 8476 hyra 47
209 NA 10 222 kr. 11
209 NA 11 8518 950- 10
209 NA 12 778 3 47
209 NA 13 8450 Rum, 47
209 NA 14 8323 kök, 12
209 NA 15 8519 elektr. 12
209 NA 16 7604 ljus, 12
209 NA 17 8476 hyra 47
209 NA 18 222 kr. 10
209 NA 19 8520 750- 47
209 NA 20 405 2 12
209 NA 21 8521 Ruin, 24
209 NA 22 8451 tambur, 47
209 NA 23 8522 klosett, 47
209 NA 24 8523 kokg-as, 10
209 NA 25 8524 vattenledning, 4
209 NA 26 8476 hyra 47
209 NA 27 222 kr. 11
209 NA 28 8525 400- 3
209 NA 29 7819 Fint 11
209 NA 30 7615 hus. 11
209 NA 31 8526 Eleganta 12
209 NA 32 8527 rum. 5
209 NA 33 7592 Närmare 12
209 NA 34 8528 Vicevärden, 24
209 NA 35 110 1 12
209 NA 36 7507 tr., 47
209 NA 37 996 t. 47
209 NA 38 2235 h. 47
209 NA 39 8529 Tre 12
209 NA 40 4528 vackra 11
209 NA 41 8414 Rum 47
209 NA 42 51 och 12
209 NA 43 8323 kök, 12
209 NA 44 8530 fullkomligt 5
209 NA 45 8531 renoverade 10
209 NA 46 51 och 12
209 NA 47 8532 nytapetserade. 18
209 NA 48 2442 45 18
209 NA 49 8533 Upplandsgatan. 42
209 NA 50 8534 Gustafson, 47
209 NA 51 221 4 12
209 NA 52 7507 tr., 47
209 NA 53 8449 visar. 47
209 NA 54 622 Af 12
209 NA 55 122 en 4
209 NA 56 8535 händelse 12
209 NA 57 6162 finnas 11
209 NA 58 89 att 47
209 NA 59 8476 hyra 47
209 NA 60 228 från 4
209 NA 61 110 1 12
209 NA 62 8536 Apr 10
209 NA 63 39 I 11
209 NA 64 7670 Vasastaden 4
209 NA 65 778 3 47
209 NA 66 7798 stora, 47
209 NA 67 1535 ljusa 12
209 NA 68 8450 Rum, 47
209 NA 69 8537 serveringsrum 12
209 NA 70 51 och 12
209 NA 71 8323 kök, 12
209 NA 72 453 alla 12
209 NA 73 8538 rummen 11
209 NA 74 740 åt 47
209 NA 75 8539 gatan. 4
209 NA 76 8540 Billigt 47
209 NA 77 7477 pris. 24
209 NA 78 7321 Svar 34
209 NA 79 1920 Allm. 12
209 NA 80 1932 Tel. 12
209 NA 81 8541 199 11
209 NA 82 8542 05. 47
209 NA 83 1064 Hrr 12
209 NA 84 8543 Riksdagsmän! 10
209 NA 85 778 3 4
209 NA 86 8544 möbler., 11
209 NA 87 727 mindre 4
209 NA 88 8414 Rum 47
209 NA 89 1457 jämte 12
209 NA 90 1244 egen 47
209 NA 91 8451 tambur, 47
209 NA 92 93 å 4
209 NA 93 873 n. 47
209 NA 94 8243 b., 47
209 NA 95 164 vid 18
209 NA 96 1898 Västra 3
209 NA 97 8545 Trädgårdsgatan, 12
209 NA 98 1223 nära 4
209 NA 99 6981 Jakobs 10
209 NA 100 8546 kyrka, 12
209 NA 101 6162 finnas 11
209 NA 102 89 att 47
209 NA 103 8476 hyra 47
209 NA 104 8547 riksdagen. 10
209 NA 105 7592 Närmare 12
209 NA 106 98 af 12
209 NA 107 1171 A. 11
209 NA 108 8419 Spaaks 11
209 NA 109 8548 'byrå, 10
209 NA 110 2397 Birger 11
209 NA 111 8421 Jarls-gatan 47
209 NA 112 8422 19, 12
209 NA 113 110 1 12
209 NA 114 2271 tr. 47
209 NA 115 8423 (Stureplan). 47
210 NA 0 405 2 47
210 NA 1 93 å 4
210 NA 2 778 3 4
210 NA 3 8549 rums-lägenheter, 4
210 NA 4 8550 sol 11
210 NA 5 51 och 12
210 NA 6 7554 fri 47
210 NA 7 7557 utsikt, 47
210 NA 8 453 alla 12
210 NA 9 8551 bekvämligheter. 12
210 NA 10 7334 Visas 47
210 NA 11 453 alla 12
210 NA 12 2460 dagar 42
210 NA 13 98 af 12
210 NA 14 8552 Portvakt. 47
210 NA 15 39 I 11
210 NA 16 2798 närheten 47
210 NA 17 98 af 12
210 NA 18 7772 Hötorget 11
210 NA 19 7976 finnes 47
210 NA 20 89 att 47
210 NA 21 8553 .hyra 12
210 NA 22 122 en 4
210 NA 23 8554 Lägenhet 4
210 NA 24 87 om 12
210 NA 25 405 2 47
210 NA 26 355 rum 12
210 NA 27 79 ooh 4
210 NA 28 8513 kök. 47
210 NA 29 8478 Underrättelse 4
210 NA 30 2254 19 4
210 NA 31 8555 Grefmagnigatan, 47
210 NA 32 110 1 4
210 NA 33 7507 tr., 47
210 NA 34 37 kl. 12
210 NA 35 2476 10—11. 47
210 NA 36 8556 Gustafsson. 4
210 NA 37 8557 Vackert, 47
210 NA 38 8558 soligt, 47
210 NA 39 8559 omöbleradt 47
210 NA 40 8414 Rum 47
210 NA 41 72 för 47
210 NA 42 8560 frunt, 4
210 NA 43 1844 hos 46
210 NA 44 1443 fru 47
210 NA 45 144 med 13
210 NA 46 8561 dotter. 12
210 NA 47 8562 Torsgatan 9
210 NA 48 8563 23, 47
210 NA 49 221 4 47
210 NA 50 2271 tr. 47
210 NA 51 7685 Väl 12
210 NA 52 8405 möbl. 47
210 NA 53 8564 Dubblett 47
210 NA 54 144 med 13
210 NA 55 1244 egen 47
210 NA 56 8451 tambur, 47
210 NA 57 7537 centralt 46
210 NA 58 779 A 11
210 NA 59 873 n. 47
210 NA 60 7599 Norr, 12
210 NA 61 8409 uthyres 12
210 NA 62 72 för 47
210 NA 63 2296 vintern 12
210 NA 64 860 eller 4
210 NA 65 1830 längre 47
210 NA 66 8565 tid. 47
210 NA 67 7570 Vidare 12
210 NA 68 8566 gonom 12
210 NA 69 3326 Th. 11
210 NA 70 7663 Tjäders 11
210 NA 71 7664 Byrå, 11
210 NA 72 7712 Brunke- 47
210 NA 73 8567 bergstorg 47
210 NA 74 2004 12. 11
210 NA 75 8568 Centralt, 12
210 NA 76 258 ett 47
210 NA 77 1506 väl 47
210 NA 78 8569 möbleradt 47
210 NA 79 8414 Rum 47
210 NA 80 740 åt 47
210 NA 81 3469 gatan, 9
210 NA 82 72 för 47
210 NA 83 122 en 4
210 NA 84 819 bättre 47
210 NA 85 8570 herre. 47
210 NA 86 8002 Norrlandsgatan 47
210 NA 87 8399 31, 12
210 NA 88 405 2 47
210 NA 89 2271 tr. 47
210 NA 90 1484 Ett 47
210 NA 91 8569 möbleradt 47
210 NA 92 8414 Rum 47
210 NA 93 72 för 47
210 NA 94 819 bättre 47
210 NA 95 8570 herre. 47
210 NA 96 2351 Regeringsgatan 46
210 NA 97 8571 97, 47
210 NA 98 110 1 4
210 NA 99 2271 tr. 47
210 NA 100 1484 Ett 47
210 NA 101 8572 trefligt, 47
210 NA 102 1506 väl 47
210 NA 103 8569 möbleradt 47
210 NA 104 8414 Rum 47
210 NA 105 72 för 47
210 NA 106 819 bättre 47
210 NA 107 8573 ungherre, 12
210 NA 108 1244 egen 47
210 NA 109 8574 ingång 47
210 NA 110 3086 inom 34
210 NA 111 8451 tambur, 47
210 NA 112 981 nu 4
210 NA 113 746 genast 47
210 NA 114 89 att 47
210 NA 115 8575 hyra. 47
210 NA 116 8147 Holländaregatan 47
210 NA 117 8576 29, 47
210 NA 118 110 1 4
210 NA 119 7507 tr., 47
210 NA 120 4081 ö. 47
210 NA 121 7992 g. 11
210 NA 122 8577 Bollfras. 47
210 NA 123 7596 Större, 47
210 NA 124 8569 möbleradt 47
210 NA 125 8414 Rum 47
210 NA 126 144 med 13
210 NA 127 2480 inackordering 47
210 NA 128 72 för 47
210 NA 129 405 2 47
210 NA 130 819 bättre 47
210 NA 131 3876 fruntimmer 4
210 NA 132 144 med 12
210 NA 133 1604 fast 29
210 NA 134 8578 anställning. 12
210 NA 135 8579 Tunnelgatan 11
210 NA 136 7473 17, 47
210 NA 137 778 3 47
210 NA 138 2271 tr. 4
210 NA 139 1484 Ett 47
210 NA 140 8580 trefligt 47
210 NA 141 8569 möbleradt 47
210 NA 142 8414 Rum 47
210 NA 143 72 för 29
210 NA 144 819 bättre 47
210 NA 145 8570 herre. 47
210 NA 146 2208 Wallingatan 11
210 NA 147 4704 8, 47
210 NA 148 110 1 4
210 NA 149 2271 tr. 4
210 NA 150 1484 Ett 47
210 NA 151 8569 möbleradt 47
210 NA 152 8414 Rum 47
210 NA 153 144 med 12
210 NA 154 8581 eldning 4
210 NA 155 51 och 12
210 NA 156 8582 städning 47
210 NA 157 72 för 47
210 NA 158 122 en 4
210 NA 159 819 bättre 47
210 NA 160 8570 herre. 47
210 NA 161 8583 Apelbergsg. 12
210 NA 162 7789 50, 11
210 NA 163 110 1 12
210 NA 164 7507 tr., 47
210 NA 165 996 t. 47
210 NA 166 2007 v. 47
210 NA 167 8584 Möbleradt 4
210 NA 168 8414 Rum 47
210 NA 169 72 för 47
210 NA 170 819 bättre 47
210 NA 171 8570 herre. 47
210 NA 172 8585 Västmannagatan 47
210 NA 173 8003 18, 47
210 NA 174 405 2 47
210 NA 175 7507 tr., 47
210 NA 176 996 t. 47
210 NA 177 2007 v. 47
210 NA 178 8586 Trefligt 47
210 NA 179 8569 möbleradt 47
210 NA 180 8450 Rum, 47
210 NA 181 144 med 4
210 NA 182 860 eller 4
210 NA 183 678 utan 4
210 NA 184 8587 inackord., 47
210 NA 185 72 för 47
210 NA 186 357 14 47
210 NA 187 405 2 47
210 NA 188 819 bättre 47
210 NA 189 8588 herrar 47
210 NA 190 860 eller 12
210 NA 191 8589 damer. 47
210 NA 192 5507 G 12
210 NA 193 8590 :1a 11
210 NA 194 7857 Kungsholmsbrogatan 47
210 NA 195 8591 46, 47
210 NA 196 110 1 12
210 NA 197 2271 tr. 47
210 NA 198 695 För 47
210 NA 199 819 bättre 47
210 NA 200 8592 herre 47
210 NA 201 1506 väl 47
210 NA 202 8405 möbl. 47
210 NA 203 8440 Rum. 47
210 NA 204 8593 Sol 47
210 NA 205 51 och 12
210 NA 206 8594 utsikt. 11
210 NA 207 8595 Dalagatan 12
210 NA 208 557 24, 44
210 NA 209 778 3 47
210 NA 210 7507 tr., 47
210 NA 211 121 till 4
210 NA 212 8596 höger.Invid 47
210 NA 213 8597 Tegnérlunden 12
210 NA 214 8409 uthyres 12
210 NA 215 8598 trefl. 47
210 NA 216 8599 möbl., 47
210 NA 217 4630 event, 47
210 NA 218 8600 omöbl. 4
210 NA 219 8440 Rum. 47
210 NA 220 7570 Vidare 12
210 NA 221 285 genom 12
210 NA 222 3326 Th. 11
210 NA 223 7663 Tjäders 11
210 NA 224 7664 Byrå, 11
210 NA 225 7712 Brunke- 47
210 NA 226 8567 bergstorg 47
210 NA 227 2004 12. 11
210 NA 228 8601 Vackert 47
210 NA 229 8602 Herrum 47
210 NA 230 7976 finnes 47
210 NA 231 89 att 47
210 NA 232 8575 hyra. 47
210 NA 233 473 Tegnérgatan 9
210 NA 234 577 5, 27
210 NA 235 405 2 12
210 NA 236 7507 tr., 47
210 NA 237 996 t. 47
210 NA 238 2235 h. 47
210 NA 239 21 En 4
210 NA 240 8592 herre 47
210 NA 241 840 får 13
210 NA 242 8603 dela 47
210 NA 243 8569 möbleradt 47
210 NA 244 8440 Rum. 47
210 NA 245 7378 Sigtunagatan 11
210 NA 246 548 6, 4
210 NA 247 4081 ö. 47
210 NA 248 7332 g., 47
210 NA 249 778 3 11
210 NA 250 7507 tr., 47
210 NA 251 2007 v. 47
210 NA 252 1484 Ett 47
210 NA 253 8414 Rum 47
210 NA 254 72 för 47
210 NA 255 8570 herre. 47
210 NA 256 8604 Upplandsgatan 12
210 NA 257 8563 23, 47
210 NA 258 405 2 47
210 NA 259 7507 tr., 47
210 NA 260 996 t. 47
210 NA 261 2007 v. 47
210 NA 262 1484 Ett 47
210 NA 263 8605 hemtrefligt, 47
210 NA 264 8606 tyst 47
210 NA 265 8414 Rum 47
210 NA 266 8190 fint 47
210 NA 267 7615 hus. 11
210 NA 268 8585 Västmannagatan 47
210 NA 269 8224 28, 47
210 NA 270 405 2 47
210 NA 271 2271 tr. 4
210 NA 272 695 För 47
210 NA 273 819 bättre 47
210 NA 274 8592 herre 47
210 NA 275 258 ett 47
210 NA 276 1506 väl 47
210 NA 277 8569 möbleradt 47
210 NA 278 8414 Rum 47
210 NA 279 144 med 4
210 NA 280 8607 inackord. 47
210 NA 281 2193 Drottninggatan 47
210 NA 282 5 — 35
210 NA 283 8608 Kungsbacken. 43
210 NA 284 8609 Und. 11
210 NA 285 8330 Tidningskontoret 9
210 NA 286 8610 Observatoriig. 9
210 NA 287 1999 8. 11
210 NA 288 8611 1ä 12
210 NA 289 7842 ** 12
210 NA 290 8612 »anlkl 47
210 NA 291 8450 Rum, 47
210 NA 292 144 med 4
210 NA 293 8613 oller 47
210 NA 294 678 utan 4
210 NA 295 7463 ^ 46
210 NA 296 8614 IIIIWWI» 47
210 NA 297 8615 inackordering. 47
210 NA 298 2082 11 47
210 NA 299 8616 Wallingatan. 47
210 NA 300 873 n. 47
210 NA 301 8243 b., 47
210 NA 302 996 t. 47
210 NA 303 2007 v. 47
210 NA 304 8617 Tid 12
210 NA 305 7314 Gust. 9
210 NA 306 1906 Ad. 9
210 NA 307 7549 torg. 9
210 NA 308 21 En 4
210 NA 309 1154 större 4
210 NA 310 51 och 12
210 NA 311 122 en 4
210 NA 312 727 mindre 4
210 NA 313 8618 Kontorslokal. 12
210 NA 314 7570 Vidare 12
210 NA 315 285 genom 12
210 NA 316 8619 Th, 47
210 NA 317 7663 Tjäders 11
210 NA 318 8620 Byrä« 47
210 NA 319 8411 Brunkebergstorg 11
210 NA 320 2004 12. 11
211 NA 0 87 om 34
211 NA 1 1453 fem 4
211 NA 2 355 rum 12
211 NA 3 51 och 12
211 NA 4 125 tre 45
211 NA 5 8475 lagerrum 49
211 NA 6 478 53 48
211 NA 7 8621 Drottninggatan. 26
211 NA 8 7592 Närmare 12
211 NA 9 457 pr 3
211 NA 10 1920 Allm. 12
211 NA 11 1932 Tel. 12
211 NA 12 8622 116 3
211 NA 13 7478 71, 12
211 NA 14 37 kl. 12
211 NA 15 8623 10—12. 12
211 NA 16 8624 @ 34
211 NA 17 8625 Jakohsbergsgatan 48
211 NA 18 6629 6. 13
211 NA 19 8626 ISutik 48
211 NA 20 8627 lägenheter, 12
211 NA 21 1154 större 4
211 NA 22 79 ooh 4
211 NA 23 7680 mindre, 45
211 NA 24 144 med 12
211 NA 25 355 rum 12
211 NA 26 1895 ocli 4
211 NA 27 8628 lagerrum. 12
211 NA 28 8478 Underrättelse 4
211 NA 29 98 af 12
211 NA 30 8448 Portvakten 12
211 NA 31 372 nr 48
211 NA 32 1915 & 12
211 NA 33 8629 Biblioteksgatan. 45
212 NA 0 3569 liten, 2
212 NA 1 144 med 12
212 NA 2 148 rum, 4
212 NA 3 93 å 4
212 NA 4 8630 Tegnérgatan, 42
212 NA 5 96 är 4
212 NA 6 89 att 2
212 NA 7 8476 hyra 4
212 NA 8 981 nu 4
212 NA 9 860 eller 4
212 NA 10 121 till 4
212 NA 11 110 1 12
212 NA 12 8631 Februari. 4
212 NA 13 8632 Vid. 42
212 NA 14 8633 underr. 40
212 NA 15 1920 Allm. 12
212 NA 16 1932 Tel. 12
212 NA 17 8634 198 12
212 NA 18 8635 80, 39
212 NA 19 860 eller 4
212 NA 20 8636 Björklund 4
212 NA 21 1915 & 12
212 NA 22 7866 C:o, 12
212 NA 23 8637 Regeringsg. 40
212 NA 24 8638 02. 12
213 NA 0 8639 Frejgatan 33
213 NA 1 296 46 48
213 NA 2 479 A, 48
213 NA 3 8640 hörnhuset 4
213 NA 4 164 vid 48
213 NA 5 8641 Västmannagatan, 33
213 NA 6 144 med 12
213 NA 7 8475 lagerrum 48
213 NA 8 51 och 12
213 NA 9 8323 kök, 12
213 NA 10 3599 passande 4
213 NA 11 121 till 34
213 NA 12 720 bosättningsaffär 48
213 NA 13 860 eller 4
213 NA 14 8642 dylikt, 48
213 NA 15 89 att 35
213 NA 16 8476 hyra 4
213 NA 17 981 nu 4
213 NA 18 746 genast 34
213 NA 19 860 eller 4
213 NA 20 110 1 12
213 NA 21 2066 Januari. 4
213 NA 22 7570 Vidare 12
213 NA 23 93 å 4
213 NA 24 8643 Stenhuggerikontoret. 33
213 NA 25 2535 79 12
213 NA 26 8644 Västmannagatan. 12
214 NA 0 3599 passande 4
214 NA 1 121 till 24
214 NA 2 8645 fisk- 23
214 NA 3 51 och 12
214 NA 4 8646 grönsakshaudel. 24
214 NA 5 8647 Upplandagatan 23
214 NA 6 8648 7. 23
214 NA 7 8448 Portvakten 12
214 NA 8 8497 anvisar. 12
215 NA 0 7651 Större 10
215 NA 1 8649 Butik 12
215 NA 2 144 med 12
215 NA 3 8628 lagerrum. 12
215 NA 4 8650 Hyran 12
215 NA 5 222 kr. 10
215 NA 6 8651 1,200. 12
215 NA 7 8652 Stor, 12
215 NA 8 8653 ljus 12
215 NA 9 8654 Verkstadslokal. 10
215 NA 10 8650 Hyran 12
215 NA 11 222 kr. 10
215 NA 12 8655 900. 20
215 NA 13 7570 Vidare 12
215 NA 14 1920 Allm. 12
215 NA 15 1932 Tel. 12
215 NA 16 26 40 10
215 NA 17 8447 86, 12
215 NA 18 37 kl. 12
215 NA 19 8656 10—4, 10
215 NA 20 860 eller 12
215 NA 21 1920 Allm. 12
215 NA 22 1932 Tel. 12
215 NA 23 8657 159 12
215 NA 24 8399 31, 12
215 NA 25 37 kl. 20
215 NA 26 8284 5—7 12
215 NA 27 350 e. 20
215 NA 28 351 m. 20
216 NA 0 144 med 4
216 NA 1 860 eller 4
216 NA 2 678 utan 4
216 NA 3 8658 lagerrum, 4
216 NA 4 3599 passande 4
216 NA 5 121 till 4
216 NA 6 8659 speceriaffär. 4
216 NA 7 21 En 4
216 NA 8 8660 Butik, 4
216 NA 9 144 med 4
216 NA 10 860 eller 4
216 NA 11 678 utan 4
216 NA 12 8628 lagerrum. 12
216 NA 13 8478 Underrättelse 4
216 NA 14 1844 hos 4
216 NA 15 8661 Isaksson, 4
216 NA 16 110 1 4
216 NA 17 2271 tr. 4
216 NA 18 7479 upp. 12
216 NA 19 8662 !Vr 39
216 NA 20 2254 19 4
216 NA 21 8663 Rensgatan. 43
216 NA 22 21 En 4
216 NA 23 7830 stor, 24
216 NA 24 8653 ljus 12
217 NA 0 144 med 4
217 NA 1 8664 cementgolf, 12
217 NA 2 4426 vatten 12
217 NA 3 51 och 12
217 NA 4 8665 aflopp, 4
217 NA 5 3599 passande 4
217 NA 6 121 till 24
217 NA 7 8666 nederlag, 24
217 NA 8 8667 verkstad 24
217 NA 9 860 eller 4
217 NA 10 8668 fabrik. 7
217 NA 11 8669 Mindre 4
217 NA 12 8670 Lagerrum, 29
217 NA 13 8671 torra, 7
217 NA 14 8672 lju3a, 4
217 NA 15 144 med 12
217 NA 16 8673 oementgolf, 24
217 NA 17 3599 passande 4
217 NA 18 121 till 24
217 NA 19 8666 nederlag, 24
217 NA 20 6272 magasin 4
217 NA 21 860 eller 12
217 NA 22 8674 verkstad. 27
217 NA 23 8478 Underrättelse 4
217 NA 24 1844 hos 4
217 NA 25 8661 Isaksson, 4
217 NA 26 110 1 4
217 NA 27 2271 tr. 4
217 NA 28 7479 upp. 12
217 NA 29 8494 76 24
217 NA 30 2614 Stora 24
217 NA 31 8117 Badstugatan 24
217 NA 32 8250 76. 24
217 NA 33 7651 Större 24
217 NA 34 8675 Källarlokaler 7
217 NA 35 239 samt 24
217 NA 36 8676 Butiker. 24
217 NA 37 8677 Portvakten. 12
218 NA 0 6806 36 0
218 NA 1 8678 Rtddaregatan, 10
218 NA 2 1223 nära 44
218 NA 3 8679 Nybron. 10
218 NA 4 349 8 12
218 NA 5 8450 Rum, 47
218 NA 6 8680 serv.-rum, 10
218 NA 7 8323 kök, 12
218 NA 8 7903 nyrepareradt, 3
218 NA 9 8681 elegant, 10
218 NA 10 144 med 26
218 NA 11 8519 elektr. 12
218 NA 12 7604 ljus, 12
218 NA 13 8682 parkettgolf. 0
218 NA 14 8650 Hyran 12
218 NA 15 8683 1,500 10
218 NA 16 222 kr. 10
219 NA 0 347 6 4
219 NA 1 8684 Rnm, 7
219 NA 2 8685 serverinosrum. 3
219 NA 3 8686 Sjus 3
219 NA 4 8687 tambur 4
219 NA 5 51 och 28
219 NA 6 8688 kift 4
220 NA 0 144 med 12
220 NA 1 453 alla 12
220 NA 2 8504 nutida 12
220 NA 3 8505 bekvämligheter 12
220 NA 4 7976 finnes 47
220 NA 5 98 af 12
220 NA 6 122 en 1
220 NA 7 8535 händelse 12
220 NA 8 89 att 47
220 NA 9 8476 hyra 47
220 NA 10 228 från 1
220 NA 11 346 den 1
220 NA 12 110 1 12
220 NA 13 8689 April. 12
220 NA 14 8650 Hyran 12
220 NA 15 8690 billig. 12
220 NA 16 7334 Visas 47
220 NA 17 37 kl. 20
220 NA 18 8691 12—2. 12
220 NA 19 2112 Linnégatan 33
220 NA 20 8692 32, 12
220 NA 21 110 1 12
220 NA 22 2271 tr. 47
221 NA 0 8693 Lflgenhet 11
221 NA 1 87 om 12
221 NA 2 614 5 12
221 NA 3 355 rum 12
221 NA 4 51 och 1
221 NA 5 8323 kök, 12
221 NA 6 8694 jungfrualkov, 11
221 NA 7 8515 duschrum, 11
221 NA 8 303 kallt 44
221 NA 9 51 och 12
221 NA 10 8695 varmt 45
221 NA 11 4426 vatten 12
221 NA 12 8696 toaletten, 12
221 NA 13 7603 elektriskt 12
221 NA 14 8653 ljus 12
221 NA 15 239 samt 38
221 NA 16 6112 öfriga 11
221 NA 17 8551 bekvämligheter. 12
221 NA 18 8448 Portvakten 12
221 NA 19 8497 anvisar. 12
221 NA 20 7934 • 10
221 NA 21 280 Vid 17
221 NA 22 8697 Sturegatan 12
221 NA 23 8409 uthyres 12
221 NA 24 8698 treflig 12
221 NA 25 8699 möblerad 12
221 NA 26 8406 Våning 11
221 NA 27 87 om 12
221 NA 28 614 5 12
221 NA 29 355 rum 44
221 NA 30 79 ooh 38
221 NA 31 8513 kök. 12
221 NA 32 7570 Vidare 12
221 NA 33 285 genom 12
221 NA 34 3326 Th. 11
221 NA 35 7663 Tjäders 11
221 NA 36 7664 Byrå, 11
221 NA 37 8411 Brunkebergstorg 11
221 NA 38 2004 12. 11
221 NA 39 8700 Fin 11
221 NA 40 8701 4-rums-våning. 45
221 NA 41 8702 llörnvaiiinff. 11
221 NA 42 405 2 21
221 NA 43 8703 lr. 6
221 NA 44 7479 upp. 12
221 NA 45 8704 1,100 10
221 NA 46 222 kr. 10
221 NA 47 622 Af 12
221 NA 48 122 en 1
221 NA 49 8535 händelse 12
221 NA 50 8705 ledig. 11
221 NA 51 8706 Stt20 10
222 NA 0 2951 På 43
222 NA 1 7660 nedre 4
222 NA 2 8298 Östermalm. 12
222 NA 3 8707 Ovanligt 44
222 NA 4 8698 treflig 12
222 NA 5 8406 Våning 11
222 NA 6 87 om 12
222 NA 7 221 4 12
222 NA 8 148 rum, 4
222 NA 9 8408 kök 12
222 NA 10 51 och 12
222 NA 11 8708 badr. 12
222 NA 12 89 att 47
222 NA 13 8476 hyra 4
222 NA 14 2271 tr. 4
222 NA 15 110 1 4
222 NA 16 8689 April. 12
222 NA 17 7570 Vidare 12
222 NA 18 285 genom 12
222 NA 19 3326 Th. 11
222 NA 20 7663 Tjäders 11
222 NA 21 7664 Byrå, 11
222 NA 22 8411 Brunkebergstorg 11
222 NA 23 2004 12. 11
222 NA 24 8709 Nära 47
222 NA 25 8710 Karla 11
222 NA 26 8711 vägen. 12
222 NA 27 2951 På 43
222 NA 28 944 grund 17
222 NA 29 98 af 12
222 NA 30 526 dödsfall 11
222 NA 31 96 är 4
222 NA 32 122 en 4
222 NA 33 7604 ljus, 12
222 NA 34 8712 varm 44
222 NA 35 8406 Våning 11
222 NA 36 87 om 12
222 NA 37 221 4 12
222 NA 38 355 rum 12
222 NA 39 79 ooh 4
222 NA 40 8408 kök 12
222 NA 41 8713 ledig 47
222 NA 42 981 nu 4
222 NA 43 7348 genast. 4
222 NA 44 7733 Pris 11
222 NA 45 1434 900 12
222 NA 46 8714 'kr. 11
222 NA 47 2541 Jungfrugatan 12
222 NA 48 8399 31, 12
222 NA 49 778 3 11
222 NA 50 2271 tr. 4
222 NA 51 1932 Tel. 12
222 NA 52 8715 öaterm. 4
222 NA 53 2506 12 11
222 NA 54 8716 58. 12
222 NA 55 39 I 11
222 NA 56 1300 anseende 11
222 NA 57 121 till 4
222 NA 58 8412 resa 11
222 NA 59 405 2 47
222 NA 60 860 eller 4
222 NA 61 778 3 11
222 NA 62 8190 fint 47
222 NA 63 8472 möblerade 12
222 NA 64 8450 Rum, 47
222 NA 65 8717 uppassning 8
222 NA 66 51 och 12
222 NA 67 8718 eldning, 11
222 NA 68 220 pris 4
222 NA 69 26 40 12
222 NA 70 222 kr. 11
222 NA 71 457 pr 11
222 NA 72 148 rum, 4
222 NA 73 8253 helst 11
222 NA 74 72 för 47
222 NA 75 8719 riksdagsmän.' 12
222 NA 76 8720 Artillerig. 11
222 NA 77 8721 26, 12
222 NA 78 405 2 12
222 NA 79 2399 ti. 11
222 NA 80 2374 £ 11
222 NA 81 8722 närh. 11
222 NA 82 98 af 12
222 NA 83 8723 Strandvägen 47
222 NA 84 405 2 12
222 NA 85 8414 Rum 47
222 NA 86 51 och 12
222 NA 87 8323 kök, 12
222 NA 88 405 2 12
222 NA 89 7507 tr., 47
222 NA 90 4081 ö. 47
222 NA 91 8724 z- 11
222 NA 92 7570 Vidare 12
222 NA 93 285 genom 12
222 NA 94 3326 Th. 11
222 NA 95 7663 Tjäders 11
222 NA 96 7664 Byrå, 11
222 NA 97 8411 Brunkebergstorg 11
222 NA 98 2004 12. 11
222 NA 99 3424 ; 35
222 NA 100 21 En 4
222 NA 101 8600 omöbl. 11
222 NA 102 8725 Dubblett, 12
222 NA 103 1244 egen 47
222 NA 104 8451 tambur, 47
222 NA 105 8726 el. 12
222 NA 106 7604 ljus, 12
222 NA 107 8727 utsikt 4
222 NA 108 740 åt 35
222 NA 109 8728 Stureplan. 47
222 NA 110 8729 Tillträde 17
222 NA 111 7348 genast. 4
222 NA 112 7592 Närmare 12
222 NA 113 1171 A. 11
222 NA 114 8730 Spnnk» 4
222 NA 115 8731 Hyrfi, 21
222 NA 116 2397 Birger 11
222 NA 117 2398 Jarlsgatan 11
222 NA 118 8422 19, 12
222 NA 119 110 1 12
222 NA 120 2271 tr. 4
222 NA 121 8423 (Stureplan). 47
223 NA 0 8732 läget 47
223 NA 1 7538 Östermalm, 24
223 NA 2 1506 väl 47
223 NA 3 8733 möblerad, 12
223 NA 4 8734 bekväm, 47
223 NA 5 7557 utsikt, 47
223 NA 6 7621 spårväg, 47
223 NA 7 8735 hållplats 47
223 NA 8 164 vid 48
223 NA 9 8736 porten. 47
223 NA 10 8737 Tel 47
223 NA 11 8738 nr. 47
223 NA 12 6438 32 47
223 NA 13 8739 48. 47
223 NA 14 8709 Nära 47
223 NA 15 8740 Strunilvägen. 47
223 NA 16 8564 Dubblett 47
223 NA 17 72 för 47
223 NA 18 8741 riksdagsman 47
223 NA 19 860 eller 4
223 NA 20 3566 annan 47
223 NA 21 819 bättre 47
223 NA 22 8570 herre. 47
223 NA 23 1932 Tel. 12
223 NA 24 8461 öst. 47
223 NA 25 8742 3312. 12
223 NA 26 7685 Väl 12
